id,hour,day_of_week,month,day_of_year,is_weekend,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos,hour_day_interaction,hour_month_interaction,day_month_interaction,weekend_hour_interaction,weekend_month_interaction,time_since_midnight,time_since_week_start,is_monday,is_friday,is_end_of_month,is_beginning_of_month,valeur_CO,valeur_NO2,valeur_O3,valeur_PM10,valeur_PM25
2020-01-05 19,19,6,1,5,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,114,19,6,19,1,19.0,163,0,0,0,0,0.184,27.5,49.4,15.6,10.5
2020-01-05 20,20,6,1,5,1,-0.8660254037844386,0.5,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,120,20,6,20,1,20.0,164,0,0,0,0,0.164,24.0,52.5,12.9,11.6
2020-01-05 21,21,6,1,5,1,-0.7071067811865477,0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,126,21,6,21,1,21.0,165,0,0,0,0,0.168,19.8,55.3,14.6,11.5
2020-01-05 22,22,6,1,5,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,132,22,6,22,1,22.0,166,0,0,0,0,0.173,20.7,52.3,14.4,12.3
2020-01-05 23,23,6,1,5,1,-0.2588190451025215,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,138,23,6,23,1,23.0,167,0,0,0,0,0.174,32.0,41.7,13.9,11.7
2020-01-06 00,0,0,1,6,0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0.0,0,1,0,0,0,0.189,39.7,33.4,17.1,15.1
2020-01-06 01,1,0,1,6,0,0.25881904510252074,0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,0,1,0,0,0,1.0,1,1,0,0,0,0.189,42.8,30.1,17.4,9.1
2020-01-06 02,2,0,1,6,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,0,2,0,0,0,2.0,2,1,0,0,0,,36.1,32.9,17.9,10.6
2020-01-06 03,3,0,1,6,0,0.7071067811865475,0.7071067811865476,0.0,1.0,0.49999999999999994,0.8660254037844387,0,3,0,0,0,3.0,3,1,0,0,0,0.17,36.4,31.7,18.8,8.3
2020-01-06 04,4,0,1,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,0.8660254037844387,0,4,0,0,0,4.0,4,1,0,0,0,0.183,43.9,18.8,18.4,13.1
2020-01-06 05,5,0,1,6,0,0.9659258262890683,0.25881904510252074,0.0,1.0,0.49999999999999994,0.8660254037844387,0,5,0,0,0,5.0,5,1,0,0,0,0.192,38.3,24.4,19.2,13.0
2020-01-06 06,6,0,1,6,0,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0,6,0,0,0,6.0,6,1,0,0,0,0.238,59.2,5.0,20.8,14.5
2020-01-06 07,7,0,1,6,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,0,7,0,0,0,7.0,7,1,0,0,0,0.305,60.5,4.1,23.4,15.4
2020-01-06 08,8,0,1,6,0,0.8660254037844388,-0.4999999999999998,0.0,1.0,0.49999999999999994,0.8660254037844387,0,8,0,0,0,8.0,8,1,0,0,0,0.319,52.5,6.8,27.3,15.0
2020-01-06 09,9,0,1,6,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.49999999999999994,0.8660254037844387,0,9,0,0,0,9.0,9,1,0,0,0,0.33,50.0,10.5,28.8,15.9
2020-01-06 10,10,0,1,6,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,0,10,0,0,0,10.0,10,1,0,0,0,,,,32.2,
2020-01-06 11,11,0,1,6,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.49999999999999994,0.8660254037844387,0,11,0,0,0,11.0,11,1,0,0,0,,,,30.6,
2020-01-06 12,12,0,1,6,0,1.2246467991473532e-16,-1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,12,0,0,0,12.0,12,1,0,0,0,,,,,
2020-01-06 13,13,0,1,6,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,0,13,0,0,0,13.0,13,1,0,0,0,0.274,36.9,23.5,,
2020-01-06 14,14,0,1,6,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0,0.49999999999999994,0.8660254037844387,0,14,0,0,0,14.0,14,1,0,0,0,0.259,37.5,24.0,28.1,17.3
2020-01-06 15,15,0,1,6,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.49999999999999994,0.8660254037844387,0,15,0,0,0,15.0,15,1,0,0,0,0.241,36.4,25.0,28.8,18.4
2020-01-06 16,16,0,1,6,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.49999999999999994,0.8660254037844387,0,16,0,0,0,16.0,16,1,0,0,0,0.258,42.8,17.9,28.1,15.8
2020-01-06 17,17,0,1,6,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,0,17,0,0,0,17.0,17,1,0,0,0,0.264,34.3,26.6,25.6,12.2
2020-01-06 18,18,0,1,6,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.49999999999999994,0.8660254037844387,0,18,0,0,0,18.0,18,1,0,0,0,0.252,29.4,31.9,31.3,15.8
2020-01-06 19,19,0,1,6,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.49999999999999994,0.8660254037844387,0,19,0,0,0,19.0,19,1,0,0,0,0.274,39.4,24.7,21.6,15.1
2020-01-06 20,20,0,1,6,0,-0.8660254037844386,0.5,0.0,1.0,0.49999999999999994,0.8660254037844387,0,20,0,0,0,20.0,20,1,0,0,0,0.272,39.0,26.6,25.8,17.8
2020-01-06 21,21,0,1,6,0,-0.7071067811865477,0.7071067811865475,0.0,1.0,0.49999999999999994,0.8660254037844387,0,21,0,0,0,21.0,21,1,0,0,0,0.261,31.3,30.8,22.7,18.8
2020-01-06 22,22,0,1,6,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.49999999999999994,0.8660254037844387,0,22,0,0,0,22.0,22,1,0,0,0,0.235,22.7,37.2,14.2,11.7
2020-01-06 23,23,0,1,6,0,-0.2588190451025215,0.9659258262890681,0.0,1.0,0.49999999999999994,0.8660254037844387,0,23,0,0,0,23.0,23,1,0,0,0,0.219,19.3,37.6,13.6,10.4
2020-01-07 00,0,1,1,7,0,0.0,1.0,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0.0,24,0,0,0,0,0.218,17.2,41.6,14.9,9.9
2020-01-07 01,1,1,1,7,0,0.25881904510252074,0.9659258262890683,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,1,1,1,0,0,1.0,25,0,0,0,0,0.202,12.1,49.9,11.3,9.2
2020-01-07 02,2,1,1,7,0,0.49999999999999994,0.8660254037844387,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,2,2,1,0,0,2.0,26,0,0,0,0,,11.8,48.1,13.0,8.4
2020-01-07 03,3,1,1,7,0,0.7071067811865475,0.7071067811865476,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,3,3,1,0,0,3.0,27,0,0,0,0,0.203,15.8,41.5,14.0,8.4
2020-01-07 04,4,1,1,7,0,0.8660254037844386,0.5000000000000001,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,4,4,1,0,0,4.0,28,0,0,0,0,0.222,28.3,30.7,14.9,7.7
2020-01-07 05,5,1,1,7,0,0.9659258262890683,0.25881904510252074,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,5,5,1,0,0,5.0,29,0,0,0,0,0.277,52.4,8.3,16.4,6.9
2020-01-07 06,6,1,1,7,0,1.0,6.123233995736766e-17,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,6,6,1,0,0,6.0,30,0,0,0,0,0.283,55.4,10.9,17.1,8.3
2020-01-07 07,7,1,1,7,0,0.9659258262890683,-0.25881904510252063,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,7,7,1,0,0,7.0,31,0,0,0,0,0.314,64.1,5.6,19.1,8.3
2020-01-07 08,8,1,1,7,0,0.8660254037844388,-0.4999999999999998,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,8,8,1,0,0,8.0,32,0,0,0,0,0.394,58.7,6.5,26.2,11.6
2020-01-07 09,9,1,1,7,0,0.7071067811865476,-0.7071067811865475,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,9,9,1,0,0,9.0,33,0,0,0,0,0.345,44.4,15.9,25.8,12.4
2020-01-07 10,10,1,1,7,0,0.49999999999999994,-0.8660254037844387,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,10,10,1,0,0,10.0,34,0,0,0,0,0.328,45.3,15.5,24.8,13.8
2020-01-07 11,11,1,1,7,0,0.258819045102521,-0.9659258262890682,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,11,11,1,0,0,11.0,35,0,0,0,0,0.336,42.5,14.2,,16.6
2020-01-07 12,12,1,1,7,0,1.2246467991473532e-16,-1.0,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,12,12,1,0,0,12.0,36,0,0,0,0,0.322,35.3,17.5,24.3,16.0
2020-01-07 13,13,1,1,7,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,13,13,1,0,0,13.0,37,0,0,0,0,0.321,37.4,12.2,21.5,15.6
2020-01-07 14,14,1,1,7,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,14,14,1,0,0,14.0,38,0,0,0,0,0.334,37.5,7.4,23.0,15.8
2020-01-07 15,15,1,1,7,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,15,15,1,0,0,15.0,39,0,0,0,0,0.343,37.0,7.1,21.5,13.2
2020-01-07 16,16,1,1,7,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,16,16,1,0,0,16.0,40,0,0,0,0,0.363,40.6,4.1,16.8,11.8
2020-01-07 17,17,1,1,7,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,17,17,1,0,0,17.0,41,0,0,0,0,0.391,40.6,3.5,16.3,12.4
2020-01-07 18,18,1,1,7,0,-1.0,-1.8369701987210297e-16,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,18,18,1,0,0,18.0,42,0,0,0,0,0.396,37.6,4.2,17.7,14.4
2020-01-07 19,19,1,1,7,0,-0.9659258262890684,0.2588190451025203,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,19,19,1,0,0,19.0,43,0,0,0,0,0.402,36.4,4.5,19.8,14.7
2020-01-07 20,20,1,1,7,0,-0.8660254037844386,0.5,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,20,20,1,0,0,20.0,44,0,0,0,0,0.398,35.5,4.2,22.2,18.9
2020-01-07 21,21,1,1,7,0,-0.7071067811865477,0.7071067811865475,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,21,21,1,0,0,21.0,45,0,0,0,0,0.385,32.3,4.5,21.6,17.9
2020-01-07 22,22,1,1,7,0,-0.5000000000000004,0.8660254037844384,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,22,22,1,0,0,22.0,46,0,0,0,0,0.366,29.9,7.3,18.6,13.3
2020-01-07 23,23,1,1,7,0,-0.2588190451025215,0.9659258262890681,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,23,23,1,0,0,23.0,47,0,0,0,0,0.269,28.3,11.3,15.5,10.6
2020-01-08 00,0,2,1,8,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,2,0,0,0.0,48,0,0,0,0,0.253,22.9,19.6,13.5,10.2
2020-01-08 01,1,2,1,8,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,2,1,2,0,0,1.0,49,0,0,0,0,0.22,15.8,33.1,11.7,7.1
2020-01-08 02,2,2,1,8,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,4,2,2,0,0,2.0,50,0,0,0,0,,10.2,47.3,10.4,5.1
2020-01-08 03,3,2,1,8,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,6,3,2,0,0,3.0,51,0,0,0,0,0.171,9.7,53.7,7.1,9.1
2020-01-08 04,4,2,1,8,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,8,4,2,0,0,4.0,52,0,0,0,0,0.167,11.9,52.6,6.3,6.2
2020-01-08 05,5,2,1,8,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,10,5,2,0,0,5.0,53,0,0,0,0,0.177,21.3,42.0,6.9,5.4
2020-01-08 06,6,2,1,8,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,12,6,2,0,0,6.0,54,0,0,0,0,0.193,28.1,35.5,7.6,3.9
2020-01-08 07,7,2,1,8,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,14,7,2,0,0,7.0,55,0,0,0,0,0.228,43.4,21.5,8.7,4.8
2020-01-08 08,8,2,1,8,0,0.8660254037844388,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,16,8,2,0,0,8.0,56,0,0,0,0,0.29,45.6,18.6,12.9,6.1
2020-01-08 09,9,2,1,8,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,18,9,2,0,0,9.0,57,0,0,0,0,0.298,47.7,18.0,16.4,6.2
2020-01-08 10,10,2,1,8,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,20,10,2,0,0,10.0,58,0,0,0,0,0.278,39.6,25.2,18.0,9.1
2020-01-08 11,11,2,1,8,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,22,11,2,0,0,11.0,59,0,0,0,0,0.274,40.6,23.7,17.8,10.1
2020-01-08 12,12,2,1,8,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,24,12,2,0,0,12.0,60,0,0,0,0,0.283,39.4,24.4,19.7,12.7
2020-01-08 13,13,2,1,8,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,26,13,2,0,0,13.0,61,0,0,0,0,0.272,40.9,21.4,18.9,10.6
2020-01-08 14,14,2,1,8,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,28,14,2,0,0,14.0,62,0,0,0,0,0.274,37.4,23.6,20.3,9.5
2020-01-08 15,15,2,1,8,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,30,15,2,0,0,15.0,63,0,0,0,0,0.273,39.3,21.1,16.0,8.1
2020-01-08 16,16,2,1,8,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,32,16,2,0,0,16.0,64,0,0,0,0,0.296,43.3,17.2,13.4,7.3
2020-01-08 17,17,2,1,8,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,34,17,2,0,0,17.0,65,0,0,0,0,0.327,43.9,14.4,15.0,11.0
2020-01-08 18,18,2,1,8,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,36,18,2,0,0,18.0,66,0,0,0,0,0.358,40.3,16.8,17.9,12.7
2020-01-08 19,19,2,1,8,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,38,19,2,0,0,19.0,67,0,0,0,0,0.327,33.3,23.4,17.4,11.4
2020-01-08 20,20,2,1,8,0,-0.8660254037844386,0.5,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,40,20,2,0,0,20.0,68,0,0,0,0,0.294,28.4,26.4,16.6,11.6
2020-01-08 21,21,2,1,8,0,-0.7071067811865477,0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,42,21,2,0,0,21.0,69,0,0,0,0,0.264,23.1,30.2,16.6,12.2
2020-01-08 22,22,2,1,8,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,44,22,2,0,0,22.0,70,0,0,0,0,0.249,20.4,32.4,17.7,12.6
2020-01-08 23,23,2,1,8,0,-0.2588190451025215,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,46,23,2,0,0,23.0,71,0,0,0,0,0.192,16.8,36.1,17.4,12.2
2020-01-09 00,0,3,1,9,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,3,0,0,0.0,72,0,0,0,0,0.176,12.3,40.5,14.5,9.8
2020-01-09 01,1,3,1,9,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,3,1,3,0,0,1.0,73,0,0,0,0,0.171,9.5,42.4,13.6,8.0
2020-01-09 02,2,3,1,9,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,6,2,3,0,0,2.0,74,0,0,0,0,,10.6,41.6,11.4,7.5
2020-01-09 03,3,3,1,9,0,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,9,3,3,0,0,3.0,75,0,0,0,0,0.168,9.2,43.1,11.7,7.6
2020-01-09 04,4,3,1,9,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,12,4,3,0,0,4.0,76,0,0,0,0,0.168,11.4,39.7,10.6,8.2
2020-01-09 05,5,3,1,9,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,15,5,3,0,0,5.0,77,0,0,0,0,0.178,21.2,31.8,7.4,8.3
2020-01-09 06,6,3,1,9,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,18,6,3,0,0,6.0,78,0,0,0,0,0.189,28.9,27.3,8.1,7.5
2020-01-09 07,7,3,1,9,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,21,7,3,0,0,7.0,79,0,0,0,0,0.21,33.8,24.4,8.4,5.7
2020-01-09 08,8,3,1,9,0,0.8660254037844388,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,24,8,3,0,0,8.0,80,0,0,0,0,0.234,40.1,20.3,12.3,5.8
2020-01-09 09,9,3,1,9,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,27,9,3,0,0,9.0,81,0,0,0,0,0.232,38.0,24.3,17.1,8.0
2020-01-09 10,10,3,1,9,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,30,10,3,0,0,10.0,82,0,0,0,0,0.218,33.3,28.3,18.4,8.4
2020-01-09 11,11,3,1,9,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,33,11,3,0,0,11.0,83,0,0,0,0,0.215,26.6,33.7,17.9,6.8
2020-01-09 12,12,3,1,9,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,36,12,3,0,0,12.0,84,0,0,0,0,0.214,24.0,35.6,15.8,8.2
2020-01-09 13,13,3,1,9,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,39,13,3,0,0,13.0,85,0,0,0,0,0.224,28.3,29.9,19.7,9.4
2020-01-09 14,14,3,1,9,0,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,42,14,3,0,0,14.0,86,0,0,0,0,0.223,25.8,31.2,21.0,9.7
2020-01-09 15,15,3,1,9,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,45,15,3,0,0,15.0,87,0,0,0,0,0.232,29.5,27.0,17.6,9.7
2020-01-09 16,16,3,1,9,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,48,16,3,0,0,16.0,88,0,0,0,0,0.262,38.1,18.2,14.8,9.2
2020-01-09 17,17,3,1,9,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,51,17,3,0,0,17.0,89,0,0,0,0,0.261,32.0,25.3,12.0,9.5
2020-01-09 18,18,3,1,9,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,54,18,3,0,0,18.0,90,0,0,0,0,0.247,26.6,30.5,10.3,9.6
2020-01-09 19,19,3,1,9,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,57,19,3,0,0,19.0,91,0,0,0,0,0.24,24.5,32.3,10.3,10.8
2020-01-09 20,20,3,1,9,0,-0.8660254037844386,0.5,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,60,20,3,0,0,20.0,92,0,0,0,0,0.218,23.0,38.6,10.6,15.3
2020-01-09 21,21,3,1,9,0,-0.7071067811865477,0.7071067811865475,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,63,21,3,0,0,21.0,93,0,0,0,0,0.194,17.2,47.5,9.0,10.8
2020-01-09 22,22,3,1,9,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,66,22,3,0,0,22.0,94,0,0,0,0,0.171,14.9,52.0,10.3,6.1
2020-01-09 23,23,3,1,9,0,-0.2588190451025215,0.9659258262890681,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,69,23,3,0,0,23.0,95,0,0,0,0,0.153,14.8,50.0,11.8,4.6
2020-01-10 00,0,4,1,10,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,4,0,0,0.0,96,0,1,0,0,0.143,13.1,52.2,10.4,3.4
2020-01-10 01,1,4,1,10,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,4,1,4,0,0,1.0,97,0,1,0,0,0.135,10.4,57.2,10.4,2.5
2020-01-10 02,2,4,1,10,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,8,2,4,0,0,2.0,98,0,1,0,0,,9.5,63.6,10.6,2.4
2020-01-10 03,3,4,1,10,0,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,12,3,4,0,0,3.0,99,0,1,0,0,0.121,9.9,63.2,10.7,4.2
2020-01-10 04,4,4,1,10,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,16,4,4,0,0,4.0,100,0,1,0,0,0.133,13.1,59.6,7.8,3.3
2020-01-10 05,5,4,1,10,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,20,5,4,0,0,5.0,101,0,1,0,0,0.138,19.6,54.1,6.6,3.1
2020-01-10 06,6,4,1,10,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,24,6,4,0,0,6.0,102,0,1,0,0,0.149,26.7,46.0,8.0,3.5
2020-01-10 07,7,4,1,10,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,28,7,4,0,0,7.0,103,0,1,0,0,0.158,29.0,45.9,11.2,5.9
2020-01-10 08,8,4,1,10,0,0.8660254037844388,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,32,8,4,0,0,8.0,104,0,1,0,0,0.172,27.7,34.5,15.6,6.8
2020-01-10 09,9,4,1,10,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,36,9,4,0,0,9.0,105,0,1,0,0,0.178,28.9,29.6,16.6,5.5
2020-01-10 10,10,4,1,10,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,40,10,4,0,0,10.0,106,0,1,0,0,0.19,29.2,32.6,15.6,8.3
2020-01-10 11,11,4,1,10,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,44,11,4,0,0,11.0,107,0,1,0,0,0.188,26.7,37.8,12.6,7.5
2020-01-10 12,12,4,1,10,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,48,12,4,0,0,12.0,108,0,1,0,0,0.18,,,12.7,6.3
2020-01-10 13,13,4,1,10,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,52,13,4,0,0,13.0,109,0,1,0,0,0.164,,,13.6,5.7
2020-01-10 14,14,4,1,10,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,56,14,4,0,0,14.0,110,0,1,0,0,0.141,23.6,,13.3,3.4
2020-01-10 15,15,4,1,10,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,60,15,4,0,0,15.0,111,0,1,0,0,0.154,30.3,40.7,12.8,6.0
2020-01-10 16,16,4,1,10,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,64,16,4,0,0,16.0,112,0,1,0,0,0.172,35.4,35.4,13.4,5.4
2020-01-10 17,17,4,1,10,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,68,17,4,0,0,17.0,113,0,1,0,0,0.194,36.7,33.0,13.9,13.0
2020-01-10 18,18,4,1,10,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,72,18,4,0,0,18.0,114,0,1,0,0,0.196,35.1,34.1,13.3,9.5
